2021-09-07T23:59:36 JST CPU die temperature: 69.77 C
2021-09-07T23:59:51 JST CPU die temperature: 68.79 C
2021-09-08T00:00:06 JST CPU die temperature: 68.29 C
2021-09-08T00:00:21 JST CPU die temperature: 67.71 C
2021-09-08T00:00:36 JST CPU die temperature: 73.41 C
2021-09-08T00:00:51 JST CPU die temperature: 71.97 C
2021-09-08T00:01:06 JST CPU die temperature: 70.57 C
2021-09-08T13:43:52 JST CPU die temperature: 66.30 C
2021-09-08T13:44:07 JST CPU die temperature: 66.45 C
2021-09-08T13:44:22 JST CPU die temperature: 66.25 C
2021-09-08T13:44:37 JST CPU die temperature: 65.76 C
2021-09-08T13:44:52 JST CPU die temperature: 65.30 C
2021-09-08T13:45:07 JST CPU die temperature: 67.63 C
2021-09-08T13:45:22 JST CPU die temperature: 68.38 C
2021-09-08T13:45:37 JST CPU die temperature: 68.02 C
2021-09-08T13:46:11 JST CPU die temperature: 67.27 C
2021-09-08T13:46:26 JST CPU die temperature: 67.57 C
2021-09-08T13:46:41 JST CPU die temperature: 67.53 C
2021-09-08T13:46:56 JST CPU die temperature: 67.59 C
2021-09-08T13:47:11 JST CPU die temperature: 67.46 C
2021-09-08T13:47:26 JST CPU die temperature: 67.30 C
2021-09-08T13:47:41 JST CPU die temperature: 67.54 C
2021-09-08T13:47:56 JST CPU die temperature: 67.72 C
2021-09-08T13:48:11 JST CPU die temperature: 67.62 C
2021-09-08T13:48:26 JST CPU die temperature: 68.54 C
2021-09-08T13:48:41 JST CPU die temperature: 69.24 C
2021-09-08T13:48:56 JST CPU die temperature: 70.82 C
2021-09-08T13:49:11 JST CPU die temperature: 71.03 C
2021-09-08T13:49:26 JST CPU die temperature: 71.79 C
2021-09-08T13:49:41 JST CPU die temperature: 72.06 C
2021-09-08T13:49:56 JST CPU die temperature: 72.01 C
2021-09-08T13:50:11 JST CPU die temperature: 73.75 C
2021-09-08T13:50:26 JST CPU die temperature: 73.81 C
2021-09-08T13:50:41 JST CPU die temperature: 73.81 C
2021-09-08T13:50:56 JST CPU die temperature: 73.12 C
2021-09-08T13:51:11 JST CPU die temperature: 72.29 C
2021-09-08T13:51:26 JST CPU die temperature: 71.79 C
2021-09-08T13:51:41 JST CPU die temperature: 71.44 C
2021-09-08T13:51:56 JST CPU die temperature: 70.45 C
2021-09-08T13:52:11 JST CPU die temperature: 70.39 C
2021-09-08T13:52:26 JST CPU die temperature: 69.54 C
2021-09-08T13:52:41 JST CPU die temperature: 68.45 C
2021-09-08T13:52:56 JST CPU die temperature: 67.14 C
2021-09-08T13:53:11 JST CPU die temperature: 67.14 C
2021-09-08T13:53:26 JST CPU die temperature: 67.21 C
2021-09-08T13:53:41 JST CPU die temperature: 68.96 C
2021-09-08T13:53:56 JST CPU die temperature: 67.93 C
2021-09-08T13:54:11 JST CPU die temperature: 67.00 C
2021-09-08T13:54:26 JST CPU die temperature: 66.28 C
