1694064429.3355131149,-0.02294921875,-0.00732421875,1.00634765625
1694064429.3543159962,-0.023242186754941940308,-0.00732421875,1.0060546398162841797
1694064429.3750491142,-0.0234375,-0.00732421875,1.005859375
1694064429.3936710358,-0.0234375,-0.00732421875,1.005859375
1694064429.414493084,-0.0234375,-0.00732421875,1.005859375
1694064429.4352240562,-0.0234375,-0.00732421875,1.005859375
1694064429.4539170265,-0.0234375,-0.0070312498137354850769,1.0061523914337158203
1694064429.4747600555,-0.0234375,-0.0068359375,1.00634765625
1694064429.4954988956,-0.0234375,-0.0068359375,1.00634765625
1694064429.514275074,-0.0234375,-0.0068359375,1.00634765625
1694064429.5351009369,-0.0234375,-0.0068359375,1.00634765625
1694064429.5537700653,-0.023242186754941940308,-0.0068359375,1.00634765625
1694064429.5746130943,-0.02294921875,-0.0068359375,1.00634765625
1694064429.5953719616,-0.02294921875,-0.0068359375,1.00634765625
1694064429.6141369343,-0.02294921875,-0.0068359375,1.00634765625
1694064429.6348450184,-0.02294921875,-0.0068359375,1.00634765625
1694064429.6555850506,-0.023242186754941940308,-0.0071289064362645149231,1.00634765625
1694064429.6742579937,-0.0234375,-0.00732421875,1.00634765625
1694064429.6950280666,-0.0234375,-0.00732421875,1.00634765625
1694064429.7136819363,-0.0234375,-0.00732421875,1.00634765625
1694064429.7344770432,-0.0234375,-0.00732421875,1.00634765625
1694064429.7552690506,-0.0234375,-0.00732421875,1.0065429210662841797
1694064429.7738890648,-0.0234375,-0.00732421875,1.0068359375
1694064429.7947340012,-0.0234375,-0.00732421875,1.0068359375
1694064429.8155500889,-0.0234375,-0.00732421875,1.0068359375
1694064429.8343770504,-0.0234375,-0.00732421875,1.0068359375
1694064429.8550820351,-0.0234375,-0.0075195310637354850769,1.0064452886581420898
1694064429.8737030029,-0.0234375,-0.0078125,1.005859375
1694064429.8944840431,-0.0234375,-0.0078125,1.005859375
1694064429.9152851105,-0.0234375,-0.0078125,1.005859375
1694064429.9340009689,-0.0234375,-0.0078125,1.005859375
1694064429.9547419548,-0.023730468004941940308,-0.0078125,1.005859375
1694064429.9755129814,-0.02392578125,-0.0078125,1.005859375
1694064429.9942400455,-0.02392578125,-0.0078125,1.005859375
1694064430.0150859356,-0.02392578125,-0.0078125,1.005859375
1694064430.0337569714,-0.02392578125,-0.0078125,1.005859375
1694064430.0544741154,-0.023535156622529029846,-0.0076171876862645149231,1.005859375
1694064430.0752809048,-0.02294921875,-0.00732421875,1.005859375
1694064430.0939309597,-0.02294921875,-0.00732421875,1.005859375
1694064430.1146459579,-0.02294921875,-0.00732421875,1.005859375
1694064430.1354598999,-0.02294921875,-0.00732421875,1.005859375
1694064430.1541519165,-0.02294921875,-0.0069335936568677425385,1.0070312023162841797
1694064430.1749119759,-0.02294921875,-0.0068359375,1.00732421875
