2021-09-09T22:20:00 JST CPU die temperature: 85.10 C
2021-09-09T22:20:15 JST CPU die temperature: 80.90 C
2021-09-09T22:20:30 JST CPU die temperature: 80.71 C
2021-09-09T22:20:45 JST CPU die temperature: 80.17 C
2021-09-09T22:21:00 JST CPU die temperature: 81.49 C
2021-09-09T22:21:15 JST CPU die temperature: 79.16 C
2021-09-09T22:21:30 JST CPU die temperature: 94.50 C (fan)
2021-09-09T22:21:45 JST CPU die temperature: 87.68 C
2021-09-09T22:22:00 JST CPU die temperature: 81.26 C
2021-09-09T22:22:15 JST CPU die temperature: 76.62 C
2021-09-09T22:22:30 JST CPU die temperature: 76.13 C
2021-09-09T22:22:45 JST CPU die temperature: 77.14 C
2021-09-09T22:23:00 JST CPU die temperature: 74.02 C
2021-09-09T22:23:15 JST CPU die temperature: 72.36 C
2021-09-09T22:23:30 JST CPU die temperature: 71.35 C
2021-09-09T22:23:45 JST CPU die temperature: 69.03 C
2021-09-09T22:24:00 JST CPU die temperature: 85.00 C
2021-09-09T22:24:15 JST CPU die temperature: 80.67 C
2021-09-09T22:24:30 JST CPU die temperature: 79.07 C
2021-09-09T22:24:45 JST CPU die temperature: 74.77 C
2021-09-09T22:25:01 JST CPU die temperature: 77.68 C
2021-09-09T22:25:16 JST CPU die temperature: 88.88 C
2021-09-09T22:25:31 JST CPU die temperature: 84.51 C
2021-09-09T22:25:46 JST CPU die temperature: 79.76 C
2021-09-09T22:26:01 JST CPU die temperature: 75.60 C
2021-09-09T22:26:16 JST CPU die temperature: 72.80 C
2021-09-09T22:26:31 JST CPU die temperature: 77.77 C
2021-09-09T22:26:46 JST CPU die temperature: 74.10 C
2021-09-09T22:27:01 JST CPU die temperature: 71.25 C
2021-09-09T22:27:16 JST CPU die temperature: 71.99 C
2021-09-09T22:27:31 JST CPU die temperature: 69.44 C
2021-09-09T22:27:46 JST CPU die temperature: 67.98 C
2021-09-09T22:28:01 JST CPU die temperature: 68.35 C
2021-09-09T22:28:16 JST CPU die temperature: 70.21 C
2021-09-09T22:28:31 JST CPU die temperature: 74.49 C
2021-09-09T22:28:46 JST CPU die temperature: 88.09 C
2021-09-09T22:29:01 JST CPU die temperature: 83.58 C
