2021-09-07T23:59:36 JST CPU die temperature: 69.77 C
2021-09-07T23:59:51 JST CPU die temperature: 68.79 C
2021-09-08T00:00:06 JST CPU die temperature: 68.29 C
2021-09-08T00:00:21 JST CPU die temperature: 67.71 C
2021-09-08T00:00:36 JST CPU die temperature: 73.41 C
2021-09-08T00:00:51 JST CPU die temperature: 71.97 C
2021-09-08T00:01:06 JST CPU die temperature: 70.57 C
2021-09-08T13:58:59 JST CPU die temperature: 89.62 C
2021-09-08T13:59:14 JST CPU die temperature: 92.74 C
2021-09-08T13:59:29 JST CPU die temperature: 93.67 C (fan)
2021-09-08T13:59:44 JST CPU die temperature: 90.32 C
2021-09-08T13:59:59 JST CPU die temperature: 92.41 C
2021-09-08T14:00:14 JST CPU die temperature: 95.73 C (fan)
2021-09-08T14:00:29 JST CPU die temperature: 100.01 C (fan)
2021-09-08T14:00:44 JST CPU die temperature: 97.14 C (fan)
2021-09-08T14:01:00 JST CPU die temperature: 99.29 C (fan)
2021-09-08T14:01:15 JST CPU die temperature: 98.41 C (fan)
2021-09-08T14:01:30 JST CPU die temperature: 95.09 C (fan)
2021-09-08T14:01:45 JST CPU die temperature: 92.26 C
2021-09-08T14:02:00 JST CPU die temperature: 93.28 C (fan)
2021-09-08T14:02:15 JST CPU die temperature: 90.68 C
2021-09-08T14:02:30 JST CPU die temperature: 88.42 C
2021-09-08T14:02:45 JST CPU die temperature: 87.26 C
2021-09-08T14:03:00 JST CPU die temperature: 86.02 C
2021-09-08T14:03:15 JST CPU die temperature: 85.05 C
2021-09-08T14:03:30 JST CPU die temperature: 84.09 C
2021-09-08T14:03:45 JST CPU die temperature: 89.75 C
2021-09-08T14:04:00 JST CPU die temperature: 86.46 C
2021-09-08T14:04:15 JST CPU die temperature: 84.24 C
2021-09-08T14:04:30 JST CPU die temperature: 82.38 C
2021-09-08T14:04:45 JST CPU die temperature: 81.04 C
2021-09-08T14:05:00 JST CPU die temperature: 97.10 C (fan)
2021-09-08T14:05:15 JST CPU die temperature: 97.89 C (fan)
2021-09-08T14:05:30 JST CPU die temperature: 96.84 C (fan)
2021-09-08T14:05:45 JST CPU die temperature: 93.67 C (fan)
2021-09-08T14:06:00 JST CPU die temperature: 91.68 C
2021-09-08T14:06:15 JST CPU die temperature: 90.08 C
2021-09-08T14:06:30 JST CPU die temperature: 88.94 C
2021-09-08T14:06:45 JST CPU die temperature: 87.91 C
2021-09-08T14:07:00 JST CPU die temperature: 91.88 C
2021-09-08T14:07:15 JST CPU die temperature: 90.50 C
2021-09-08T14:07:30 JST CPU die temperature: 88.52 C
2021-09-08T14:07:45 JST CPU die temperature: 87.43 C
2021-09-08T14:08:00 JST CPU die temperature: 86.79 C
2021-09-08T14:08:15 JST CPU die temperature: 86.62 C
2021-09-08T14:08:30 JST CPU die temperature: 86.57 C
2021-09-08T14:08:45 JST CPU die temperature: 86.50 C
