2021-09-09T23:41:29 JST Fan: 2692.37 rpm
2021-09-09T23:41:49 JST Fan: 2721.97 rpm
2021-09-09T23:42:09 JST Fan: 2701.95 rpm
2021-09-09T23:42:29 JST Fan: 2681.92 rpm
2021-09-09T23:42:49 JST Fan: 2742.46 rpm
2021-09-09T23:43:09 JST Fan: 2697.34 rpm
2021-09-09T23:43:29 JST Fan: 2692.72 rpm
2021-09-09T23:43:49 JST Fan: 2697.26 rpm
2021-09-09T23:44:09 JST Fan: 2677.79 rpm
2021-09-09T23:44:30 JST Fan: 2692.15 rpm
2021-09-09T23:44:50 JST Fan: 2662.09 rpm
2021-09-09T23:45:10 JST Fan: 2686.89 rpm
2021-09-09T23:45:30 JST Fan: 2677.02 rpm
2021-09-09T23:45:50 JST Fan: 2720.97 rpm
2021-09-09T23:46:10 JST Fan: 2711.13 rpm
2021-09-09T23:46:30 JST Fan: 2730.54 rpm
2021-09-09T23:46:50 JST Fan: 2675.82 rpm
2021-09-09T23:47:10 JST Fan: 2705.38 rpm
2021-09-09T23:47:30 JST Fan: 2695.09 rpm
2021-09-09T23:47:50 JST Fan: 2690.4 rpm
2021-09-09T23:48:10 JST Fan: 2680.91 rpm
2021-09-09T23:48:31 JST Fan: 2694.49 rpm
2021-09-09T23:48:51 JST Fan: 2665.84 rpm
2021-09-09T23:49:11 JST Fan: 2685.3 rpm
2021-09-09T23:49:31 JST Fan: 2729.92 rpm
2021-09-09T23:49:51 JST Fan: 2710.05 rpm
2021-09-09T23:50:11 JST Fan: 2715.2 rpm
2021-09-09T23:50:31 JST Fan: 2714.69 rpm
2021-09-09T23:50:51 JST Fan: 2705.04 rpm
2021-09-09T23:51:11 JST Fan: 2690.3 rpm
2021-09-09T23:51:31 JST Fan: 2689.24 rpm
2021-09-09T23:51:51 JST Fan: 2710.15 rpm
2021-09-09T23:52:11 JST Fan: 2704.47 rpm
2021-09-09T23:52:31 JST Fan: 2714.48 rpm
2021-09-09T23:52:52 JST Fan: 2730.42 rpm
2021-09-09T23:53:12 JST Fan: 2754.84 rpm
2021-09-09T23:53:32 JST Fan: 2679.35 rpm
2021-09-09T23:53:52 JST Fan: 2689.52 rpm
2021-09-09T23:54:12 JST Fan: 2708.62 rpm
2021-09-09T23:54:32 JST Fan: 2714.09 rpm
2021-09-09T23:54:52 JST Fan: 2678.53 rpm
2021-09-09T23:55:12 JST Fan: 2698.25 rpm
2021-09-09T23:55:32 JST Fan: 2719.01 rpm
2021-09-09T23:55:52 JST Fan: 2678.69 rpm
2021-09-09T23:56:12 JST Fan: 2698.43 rpm
2021-09-09T23:56:32 JST Fan: 2718.91 rpm
2021-09-09T23:56:52 JST Fan: 2688.41 rpm
2021-09-09T23:57:13 JST Fan: 2660.01 rpm
2021-09-09T23:57:33 JST Fan: 2688.23 rpm
2021-09-09T23:57:53 JST Fan: 2708.44 rpm
2021-09-09T23:58:13 JST Fan: 2723.41 rpm
2021-09-09T23:58:33 JST Fan: 2697.88 rpm
