2021-09-09T13:10:06 JST CPU die temperature: 69.31 C
2021-09-09T13:10:29 JST CPU die temperature: 67.70 C
2021-09-09T13:10:44 JST CPU die temperature: 77.23 C
2021-09-09T13:10:59 JST CPU die temperature: 75.05 C
2021-09-09T13:11:15 JST CPU die temperature: 73.74 C
2021-09-09T13:11:30 JST CPU die temperature: 73.02 C
2021-09-09T13:11:45 JST CPU die temperature: 71.87 C
2021-09-09T13:12:00 JST CPU die temperature: 75.83 C
2021-09-09T13:12:15 JST CPU die temperature: 87.06 C
2021-09-09T13:12:30 JST CPU die temperature: 81.91 C
2021-09-09T13:12:45 JST CPU die temperature: 78.40 C
2021-09-09T13:13:00 JST CPU die temperature: 75.49 C
2021-09-09T13:13:15 JST CPU die temperature: 73.30 C
2021-09-09T13:13:30 JST CPU die temperature: 83.89 C
2021-09-09T13:13:45 JST CPU die temperature: 80.33 C
2021-09-09T13:14:00 JST CPU die temperature: 77.68 C
2021-09-09T13:14:15 JST CPU die temperature: 76.27 C
2021-09-09T13:14:30 JST CPU die temperature: 75.12 C
2021-09-09T13:14:45 JST CPU die temperature: 75.89 C
2021-09-09T13:15:00 JST CPU die temperature: 75.34 C
2021-09-09T13:15:15 JST CPU die temperature: 75.27 C
2021-09-09T13:15:30 JST CPU die temperature: 98.21 C (fan)
2021-09-09T13:15:45 JST CPU die temperature: 96.46 C (fan)
2021-09-09T13:16:01 JST CPU die temperature: 92.79 C
2021-09-09T13:16:16 JST CPU die temperature: 96.83 C (fan)
2021-09-09T13:16:31 JST CPU die temperature: 93.97 C (fan)
2021-09-09T13:16:46 JST CPU die temperature: 96.30 C (fan)
2021-09-09T13:17:01 JST CPU die temperature: 92.50 C
2021-09-09T13:17:16 JST CPU die temperature: 90.16 C
2021-09-09T13:17:31 JST CPU die temperature: 90.39 C
2021-09-09T13:17:46 JST CPU die temperature: 88.30 C
2021-09-09T13:18:01 JST CPU die temperature: 86.16 C
2021-09-09T13:18:16 JST CPU die temperature: 84.46 C
2021-09-09T13:18:31 JST CPU die temperature: 83.47 C
2021-09-09T13:18:46 JST CPU die temperature: 82.88 C
2021-09-09T13:19:01 JST CPU die temperature: 87.61 C
2021-09-09T13:19:16 JST CPU die temperature: 85.40 C
2021-09-09T13:19:31 JST CPU die temperature: 83.52 C
2021-09-09T13:19:46 JST CPU die temperature: 82.29 C
2021-09-09T13:20:01 JST CPU die temperature: 81.60 C
2021-09-09T13:20:16 JST CPU die temperature: 80.87 C
2021-09-09T13:20:31 JST CPU die temperature: 90.99 C
2021-09-09T13:20:46 JST CPU die temperature: 89.57 C
2021-09-09T13:21:01 JST CPU die temperature: 88.75 C
2021-09-09T13:21:16 JST CPU die temperature: 88.74 C
2021-09-09T13:21:31 JST CPU die temperature: 84.59 C
2021-09-09T13:21:47 JST CPU die temperature: 81.47 C
2021-09-09T13:22:02 JST CPU die temperature: 79.66 C
2021-09-09T13:22:17 JST CPU die temperature: 84.55 C
2021-09-09T13:22:32 JST CPU die temperature: 83.98 C
2021-09-09T13:22:47 JST CPU die temperature: 92.95 C
2021-09-09T13:23:02 JST CPU die temperature: 88.56 C
2021-09-09T13:23:17 JST CPU die temperature: 86.95 C
2021-09-09T13:23:32 JST CPU die temperature: 85.06 C
2021-09-09T13:23:47 JST CPU die temperature: 85.28 C
2021-09-09T13:24:02 JST CPU die temperature: 91.50 C
2021-09-09T13:24:17 JST CPU die temperature: 89.82 C
2021-09-09T13:24:32 JST CPU die temperature: 88.08 C
2021-09-09T13:24:47 JST CPU die temperature: 86.33 C
2021-09-09T13:25:02 JST CPU die temperature: 90.05 C
2021-09-09T13:25:17 JST CPU die temperature: 88.34 C
2021-09-09T13:25:32 JST CPU die temperature: 86.30 C
2021-09-09T13:25:47 JST CPU die temperature: 84.65 C
2021-09-09T13:26:02 JST CPU die temperature: 87.80 C
2021-09-09T13:26:17 JST CPU die temperature: 90.64 C
2021-09-09T13:26:32 JST CPU die temperature: 87.27 C
2021-09-09T13:26:47 JST CPU die temperature: 84.82 C
2021-09-09T13:27:03 JST CPU die temperature: 85.00 C
2021-09-09T13:27:18 JST CPU die temperature: 86.44 C
2021-09-09T13:27:33 JST CPU die temperature: 83.83 C
2021-09-09T13:27:48 JST CPU die temperature: 85.13 C
2021-09-09T13:28:03 JST CPU die temperature: 87.93 C
2021-09-09T13:28:18 JST CPU die temperature: 85.14 C
2021-09-09T13:28:33 JST CPU die temperature: 82.98 C
2021-09-09T13:28:48 JST CPU die temperature: 81.06 C
2021-09-09T13:29:03 JST CPU die temperature: 79.91 C
2021-09-09T13:29:18 JST CPU die temperature: 79.00 C
2021-09-09T13:29:33 JST CPU die temperature: 78.53 C
